,name,company,year,Price,kms_driven,fuel_type
2404,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
2405,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
2406,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
2407,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
2408,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
2409,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
2410,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
2411,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
2412,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
2413,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
2414,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
2415,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
2416,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
2417,Tata Manza,Tata,2015,100000,100000,Diesel
2418,Toyota Etios G,Toyota,2013,265000,42000,Petrol
2419,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
2420,Toyota Qualis,Toyota,2003,180000,100000,Diesel
2421,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
2422,Tata Indica eV2,Tata,2016,50500,91200,Diesel
2423,Honda City 1.5,Honda,2009,270000,55000,Petrol
2424,Tata Zest XE,Tata,2017,290000,120000,Diesel
2425,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
2426,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
2427,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
2428,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
2429,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
2430,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
2431,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
2432,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
2433,Honda City VX,Honda,2016,860000,95000,Petrol
2434,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
2435,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
2436,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
2437,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
2438,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
2439,Skoda Fabia,Skoda,2009,110000,45000,Petrol
2440,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
2441,Tata Indica V2,Tata,2009,110000,30000,Diesel
2442,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
2443,Tata Zest XM,Tata,2018,260000,27000,Diesel
2444,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
2445,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
2446,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
2447,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
2448,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
2449,Ford Figo,Ford,2012,175000,41000,Diesel
2450,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
2451,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
2452,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
2453,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
2454,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
2455,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
2456,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
2457,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
2458,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
2459,Audi A8,Audi,2017,1000000,4000,Petrol
2460,Audi Q7,Audi,2014,500000,16934,Diesel
2461,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
2462,Maruti Suzuki Alto,Maruti,2014,160000,35550,Petrol
2463,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
2464,Mahindra Scorpio S10,Mahindra,2016,310000,39522,Diesel
2465,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
2466,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
2467,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
2468,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
2469,Maruti Suzuki Alto,Maruti,2017,190000,72000,Petrol
2470,Maruti Suzuki Vitara,Maruti,2016,290000,15975,Diesel
2471,Maruti Suzuki Alto,Maruti,2008,95000,70000,Petrol
2472,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
2473,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
2474,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
2475,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
2476,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2477,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2478,Toyota Innova 2.0,Toyota,2012,650000,82000,Diesel
2479,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
2480,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
2481,Maruti Suzuki Baleno,Maruti,2017,549000,32000,Diesel
2482,Renault Duster 110,Renault,2012,501000,38000,Diesel
2483,Renault Duster 85,Renault,2013,489999,27000,Diesel
2484,Honda City 1.5,Honda,2011,280000,33000,Petrol
2485,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
2486,Maruti Suzuki Dzire,Maruti,2013,349999,46000,Diesel
2487,Honda Amaze,Honda,2013,284999,46000,Diesel
2488,Honda Amaze 1.5,Honda,2015,345000,36000,Diesel
2489,Honda City,Honda,2015,499999,55000,Petrol
2490,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
2491,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
2492,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
2493,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
2494,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
2495,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
2496,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
2497,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2498,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
2499,Mahindra Scorpio S10,Mahindra,2015,395000,35000,Diesel
2500,Maruti Suzuki Swift,Maruti,2017,220000,30874,Petrol
2501,Honda City ZX,Honda,2017,170000,15000,Diesel
2502,Maruti Suzuki Wagon,Maruti,2013,85000,29685,Petrol
2503,Ford Figo,Ford,2012,175000,41000,Diesel
2504,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
2505,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
2506,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
2507,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
2508,Mahindra Scorpio SLE,Mahindra,2012,570000,19000,Diesel
2509,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
2510,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
2511,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
2512,Chevrolet Spark LS,Chevrolet,2010,110000,41000,Petrol
2513,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
2514,Honda City,Honda,2015,448999,54000,Petrol
2515,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2516,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
2517,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
2518,Honda Amaze,Honda,2015,344999,22000,Petrol
2519,Honda Amaze,Honda,2015,344999,22000,Petrol
2520,Renault Duster,Renault,2014,449999,50000,Diesel
2521,Mini Cooper S,Mini,2013,1891111,13500,Petrol
2522,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
2523,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
2524,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
2525,Ford EcoSport,Ford,2017,489999,39000,Petrol
2526,Honda Brio,Honda,2012,224999,30000,Petrol
2527,Volkswagen Vento Highline,Volkswagen,2019,1200000,3600,Diesel
2528,Hyundai i20 Magna,Hyundai,2009,195000,32000,Petrol
2529,Toyota Corolla Altis,Toyota,2010,351000,38000,Diesel
2530,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
2531,Toyota Corolla Altis,Toyota,2009,240000,35000,Petrol
2532,Honda City 1.5,Honda,2005,90000,50000,Petrol
2533,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
2534,Skoda Fabia 1.2L,Skoda,2011,155000,45863,Diesel
2535,BMW 3 Series,BMW,2011,600000,60500,Petrol
2536,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
2537,Toyota Etios GD,Toyota,2013,350000,60000,Diesel
2538,Ford Figo Diesel,Ford,2012,210000,35000,Diesel
2539,Maruti Suzuki Swift,Maruti,2014,390000,35000,Petrol
2540,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
2541,BMW 7 Series,BMW,2009,1600000,35000,Petrol
2542,Mahindra XUV500 W8,Mahindra,2013,701000,38000,Diesel
2543,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
2544,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
2545,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
2546,Maruti Suzuki Ertiga,Maruti,2016,635000,29000,Petrol
2547,Ford EcoSport Titanium,Ford,2014,550000,44000,Diesel
2548,Maruti Suzuki Ertiga,Maruti,2016,575000,29000,Petrol
2549,Maruti Suzuki Ertiga,Maruti,2013,485000,42000,Diesel
2550,Maruti Suzuki Alto,Maruti,2012,155000,14000,Petrol
2551,Hyundai Grand i10,Hyundai,2014,345000,49000,Diesel
2552,Honda Amaze 1.2,Honda,2014,325000,42000,Petrol
2553,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
2554,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
2555,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
2556,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
2557,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
2558,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
2559,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
2560,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
2561,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
2562,Maruti Suzuki Dzire,Maruti,2015,450000,104000,Diesel
2563,Toyota Etios Liva,Toyota,2014,270000,55000,Petrol
2564,Hyundai i20 Sportz,Hyundai,2011,350000,33333,Diesel
2565,Chevrolet Spark,Chevrolet,2012,158400,33600,Petrol
2566,Maruti Suzuki Alto,Maruti,2017,350000,5600,Petrol
2567,Nissan Micra XV,Nissan,2011,179000,41000,Petrol
2568,Maruti Suzuki Swift,Maruti,2007,125000,70000,Petrol
2569,Maruti Suzuki Alto,Maruti,2018,200000,7500,Petrol
2570,Honda Amaze 1.5,Honda,2013,299000,45000,Diesel
2571,Maruti Suzuki Alto,Maruti,2015,220000,38000,Petrol
2572,Chevrolet Beat,Chevrolet,2015,150000,30000,Petrol
2573,Honda City 1.5,Honda,2010,285000,35000,Petrol
2574,Ford EcoSport Trend,Ford,2016,830000,24330,Diesel
2575,Hyundai i20 Asta,Hyundai,2009,210000,65480,Petrol
2576,Maruti Suzuki Swift,Maruti,2013,340000,41000,Petrol
2577,Tata Indica V2,Tata,2006,90000,20000,Petrol
2578,Hindustan Motors Ambassador,Hindustan,2000,70000,200000,Diesel
2579,Toyota Corolla Altis,Toyota,2010,289999,70000,Petrol
2580,Toyota Corolla Altis,Toyota,2012,349999,59000,Petrol
2581,Toyota Innova 2.5,Toyota,2012,849999,99000,Diesel
2582,Volkswagen Jetta Highline,Volkswagen,2014,749999,46000,Diesel
2583,Volkswagen Polo Comfortline,Volkswagen,2015,399999,2800,Petrol
2584,Volkswagen Polo,Volkswagen,2014,274999,32000,Petrol
2585,Mahindra Scorpio,Mahindra,2015,984999,22000,Diesel
2586,Renault Duster,Renault,2014,449999,50000,Diesel
2587,Honda Amaze,Honda,2015,344999,22000,Petrol
2588,Nissan Sunny,Nissan,2012,224999,45000,Petrol
2589,Hyundai Elite i20,Hyundai,2018,599999,21000,Petrol
2590,Renault Kwid,Renault,2016,244999,11000,Petrol
2591,Renault Duster,Renault,2013,399999,41000,Diesel
2592,Ford EcoSport,Ford,2017,489999,39000,Petrol
2593,Renault Duster,Renault,2014,474999,50000,Diesel
2594,Mahindra Scorpio VLX,Mahindra,2011,499999,66000,Diesel
2595,Maruti Suzuki Alto,Maruti,2018,310000,3000,Petrol
2596,Chevrolet Spark LT,Chevrolet,2010,85000,45000,Petrol
2597,Datsun Redi GO,Datsun,2016,245000,7000,Petrol
2598,Maruti Suzuki Swift,Maruti,2010,189500,38500,Diesel
2599,Fiat Punto Emotion,Fiat,2012,169500,37200,Diesel
2600,Maruti Suzuki Swift,Maruti,2010,159500,43200,Diesel
2601,Toyota Etios GD,Toyota,2013,275000,24800,Petrol
2602,Hyundai i20 Sportz,Hyundai,2014,370000,60000,Diesel
2603,Hyundai i10 Sportz,Hyundai,2010,168000,45872,Petrol
2604,Chevrolet Beat LT,Chevrolet,2011,150000,40000,Diesel
2605,Chevrolet Beat LS,Chevrolet,2011,145000,45000,Diesel
2606,Chevrolet Beat LT,Chevrolet,2012,98500,38000,Diesel
2607,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
2608,Tata Indigo CS,Tata,2011,85000,11400,Diesel
2609,Toyota Corolla Altis,Toyota,2015,575000,42000,Petrol
2610,Honda City 1.5,Honda,2014,549000,39000,Petrol
2611,Maruti Suzuki Swift,Maruti,2011,209000,47000,Diesel
2612,Hyundai Eon Era,Hyundai,2013,185000,27000,Petrol
2613,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
2614,Mahindra XUV500,Mahindra,2014,699999,52000,Diesel
2615,Honda Brio,Honda,2012,224999,30000,Petrol
2616,Ford Fiesta,Ford,2011,274999,55000,Diesel
2617,Honda Amaze,Honda,2013,284999,46000,Diesel
2618,Honda City,Honda,2015,599999,30000,Diesel
2619,Maruti Suzuki Wagon,Maruti,2012,199999,44000,Petrol
2620,Honda City,Honda,2014,544999,45000,Diesel
2621,Hyundai i20,Hyundai,2009,199000,31000,Petrol
2622,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
2623,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
2624,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
2625,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
2626,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
2627,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2628,Hyundai Santro Xing,Hyundai,2005,49000,7500,Petrol
2629,Maruti Suzuki Ciaz,Maruti,2016,700000,3350,Petrol
2630,Maruti Suzuki Zen,Maruti,2000,55000,60000,Petrol
2631,Honda City,Honda,2015,448999,54000,Petrol
2632,Hyundai Creta 1.6,Hyundai,2017,895000,32000,Petrol
2633,Mahindra Scorpio SLX,Mahindra,2007,355000,75000,Diesel
2634,Mahindra Scorpio SLE,Mahindra,2012,565000,62000,Diesel
2635,Toyota Innova 2.5,Toyota,2006,365000,73000,Diesel
2636,Maruti Suzuki Alto,Maruti,2011,145000,41000,Petrol
2637,Maruti Suzuki Wagon,Maruti,2011,210000,35000,Petrol
2638,Tata Nano Cx,Tata,2013,40000,2200,Petrol
2639,Maruti Suzuki Alto,Maruti,2013,125000,39000,Petrol
2640,Maruti Suzuki Wagon,Maruti,2009,135000,45000,Petrol
2641,Maruti Suzuki Swift,Maruti,2006,135000,45000,Petrol
2642,Tata Sumo Victa,Tata,2012,285000,65000,Diesel
2643,Maruti Suzuki Wagon,Maruti,2010,145000,54870,Petrol
2644,Maruti Suzuki Alto,Maruti,2010,135000,34580,Petrol
2645,Volkswagen Passat Diesel,Volkswagen,2009,450000,97000,Diesel
2646,Renault Scala RxL,Renault,2015,375000,25000,Diesel
2647,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
2648,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
2649,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
2650,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
2651,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
2652,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
2653,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel
2654,Force Motors Force,Force,2015,580000,3200,Diesel
2655,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel
2656,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel
2657,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol
2658,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel
2659,Toyota Etios,Toyota,2011,275000,36000,Diesel
2660,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
2661,Honda City ZX,Honda,2008,110000,45000,Petrol
2662,Maruti Suzuki Wagon,Maruti,2006,80000,71200,Petrol
2663,Honda City VX,Honda,2016,519000,52000,Diesel
2664,Mahindra Thar CRDe,Mahindra,2016,730000,29000,Diesel
2665,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
2666,Audi A4 1.8,Audi,2009,699000,47000,Petrol
2667,Mercedes Benz GLA,Mercedes,2015,2000000,20000,Diesel
2668,Land Rover Freelander,Land,2015,2100000,30000,Diesel
2669,Renault Kwid RXT,Renault,2017,340000,5000,Petrol
2670,Tata Aria Pleasure,Tata,2014,390000,35000,Diesel
2671,Mercedes Benz B,Mercedes,2014,1400000,31000,Petrol
2672,Datsun GO T,Datsun,2016,245000,7000,Petrol
2673,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
2674,Tata Indigo eCS,Tata,2016,320000,175400,Diesel
2675,Honda Jazz VX,Honda,2016,450000,41000,Petrol
2676,Honda Amaze 1.2,Honda,2014,311000,33000,Petrol
2677,Honda Amaze,Honda,2013,284999,46000,Diesel
2678,Honda City,Honda,2012,399999,45000,Petrol
2679,Honda City,Honda,2015,599999,39000,Diesel
2680,Honda Amaze,Honda,2015,344999,22000,Petrol
2681,Audi A4 1.8,Audi,2009,699000,47000,Petrol
2682,Force Motors Force,Force,2015,580000,3200,Diesel
2683,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
2684,Hyundai i20 Active,Hyundai,2015,535000,37000,Diesel
2685,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2686,Maruti Suzuki Ciaz,Maruti,2017,699000,14000,Petrol
2687,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
2688,Honda Amaze,Honda,2013,284999,46000,Diesel
2689,Hyundai Eon Sportz,Hyundai,2012,178000,30000,Petrol
2690,Tata Sumo Gold,Tata,2013,300000,50000,Diesel
2691,Maruti Suzuki Wagon,Maruti,2003,90000,45000,Petrol
2692,Maruti Suzuki Esteem,Maruti,2006,95000,45000,Petrol
2693,Maruti Suzuki Eeco,Maruti,2015,255000,9300,Petrol
2694,Chevrolet Enjoy 1.4,Chevrolet,2013,245000,55000,Diesel
2695,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
2696,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
2697,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
2698,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
2699,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
2700,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
2701,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
2702,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
2703,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
2704,Maruti Suzuki Wagon,Maruti,2015,289999,22000,Petrol
2705,Mini Cooper S,Mini,2013,1891111,13500,Petrol
2706,Nissan Terrano XL,Nissan,2015,499999,60000,Diesel
2707,Renault Duster 85,Renault,2013,489999,27000,Diesel
2708,Renault Duster 85,Renault,2014,489999,59000,Diesel
2709,Renault Duster 85,Renault,2015,549999,19000,Diesel
2710,Maruti Suzuki Dzire,Maruti,2013,380000,30000,Petrol
2711,Renault Kwid RXT,Renault,2018,325000,15000,Petrol
2712,Maruti Suzuki Maruti,Maruti,2003,57000,56758,Petrol
2713,Renault Kwid 1.0,Renault,2018,349999,10000,Petrol
2714,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
2715,Renault Scala RxL,Renault,2014,349999,49000,Diesel
2716,Hyundai Grand i10,Hyundai,2014,410000,41000,Petrol
2717,Maruti Suzuki Swift,Maruti,2011,225000,45000,Petrol
2718,Chevrolet Beat LS,Chevrolet,2010,120000,43000,Petrol
2719,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
2720,Hyundai Santro Xing,Hyundai,2000,59000,56450,Petrol
2721,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
2722,Chevrolet Beat LS,Chevrolet,2010,80000,56000,Petrol
2723,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
2724,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
2725,Chevrolet Beat LS,Chevrolet,2015,220000,32700,Petrol
2726,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
2727,Ford EcoSport Titanium,Ford,2016,599000,30000,Diesel
2728,Hyundai Accent GLX,Hyundai,2006,80000,56000,Petrol
2729,Mahindra TUV300 T4,Mahindra,2016,675000,9000,Diesel
2730,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2731,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2732,Tata Indica V2,Tata,2008,150000,11000,Petrol
2733,Mini Cooper S,Mini,2013,1891111,13000,Petrol
2734,Tata Indigo CS,Tata,2009,72500,46000,Diesel
2735,Maruti Suzuki Swift,Maruti,2019,610000,73,Petrol
2736,Mahindra Scorpio VLX,Mahindra,2004,230000,160000,Diesel
2737,Honda Accord,Honda,2009,175000,58559,Petrol
2738,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
2739,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
2740,Ford EcoSport Titanium,Ford,2014,520000,57000,Diesel
2741,Maruti Suzuki Ertiga,Maruti,2015,524999,50000,Diesel
2742,Honda Amaze,Honda,2014,299999,37000,Petrol
2743,Maruti Suzuki Dzire,Maruti,2012,299999,40000,Petrol
2744,Honda City,Honda,2011,284999,55000,Petrol
2745,Mahindra Scorpio 2.6,Mahindra,2007,220000,170000,Diesel
2746,Maruti Suzuki Dzire,Maruti,2014,424999,55000,Diesel
2747,Honda City,Honda,2015,644999,39000,Petrol
2748,Honda Mobilio,Honda,2014,399999,44000,Petrol
2749,Toyota Corolla Altis,Toyota,2009,199999,65000,Petrol
2750,Honda City,Honda,2014,584999,39000,Petrol
2751,Skoda Laura,Skoda,2012,349999,44000,Diesel
2752,Renault Duster,Renault,2015,449999,49000,Diesel
2753,Maruti Suzuki Ertiga,Maruti,2018,799999,9000,Diesel
2754,Maruti Suzuki Dzire,Maruti,2015,444999,45000,Diesel
2755,Mahindra XUV500,Mahindra,2014,649999,47000,Diesel
2756,Hyundai Verna Fluidic,Hyundai,2012,444999,40000,Diesel
2757,Maruti Suzuki Vitara,Maruti,2016,689999,29000,Diesel
2758,Maruti Suzuki Wagon,Maruti,2016,344999,15000,Petrol
2759,Mahindra Scorpio,Mahindra,2015,944999,45000,Diesel
2760,Honda Amaze,Honda,2014,274999,35000,Petrol
2761,Mahindra XUV500,Mahindra,2013,689999,80000,Diesel
2762,Mahindra Scorpio,Mahindra,2013,574999,68000,Diesel
2763,Skoda Laura,Skoda,2013,374999,50000,Diesel
2764,Volkswagen Polo,Volkswagen,2010,199999,60000,Diesel
2765,Hyundai Elite i20,Hyundai,2016,549999,9000,Petrol
2766,Tata Manza Aura,Tata,2012,130000,72000,Diesel
2767,Chevrolet Sail UVA,Chevrolet,2013,210000,60000,Petrol
2768,Renault Duster 110,Renault,2012,501000,38000,Diesel
2769,Hyundai Verna Fluidic,Hyundai,2013,401000,45000,Diesel
2770,Audi A4 2.0,Audi,2012,1350000,40000,Diesel
2771,Hyundai Elantra SX,Hyundai,2013,600000,20000,Petrol
2772,Mahindra Scorpio VLX,Mahindra,2013,610000,35000,Diesel
2773,Mahindra KUV100 K8,Mahindra,2016,400000,20000,Diesel
2774,Renault Scala RxL,Renault,2015,375000,25000,Diesel
2775,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
2776,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
2777,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
2778,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
2779,Hyundai Grand i10,Hyundai,2017,524999,6821,Petrol
2780,Hyundai i20,Hyundai,2014,449999,23000,Petrol
2781,Hyundai Eon,Hyundai,2014,174999,14000,Petrol
2782,Hyundai i10,Hyundai,2012,244999,38000,Petrol
2783,Hyundai i20 Active,Hyundai,2015,574999,35000,Diesel
2784,Datsun Redi GO,Datsun,2017,244999,22000,Petrol
2785,Toyota Etios Liva,Toyota,2011,239999,41000,Petrol
2786,Hyundai Accent,Hyundai,2010,99999,45000,Petrol
2787,Hyundai Verna,Hyundai,2014,489999,44000,Diesel
2788,Maruti Suzuki Swift,Maruti,2013,324999,45000,Diesel
2789,Toyota Fortuner,Toyota,2011,1074999,52000,Diesel
2790,Hyundai i10 Sportz,Hyundai,2012,230000,34000,Petrol
2791,Mahindra Bolero Power,Mahindra,2018,699000,1800,Diesel
2792,Mahindra XUV500,Mahindra,2015,1000000,15000,Diesel
2793,Honda City 1.5,Honda,2010,240000,400000,Petrol
2794,Chevrolet Spark LT,Chevrolet,2009,110000,44000,Petrol
2795,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
2796,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
2797,Mahindra XUV500,Mahindra,2016,1130000,72000,Diesel
2798,Tata Indigo eCS,Tata,2014,250000,40000,Diesel
2799,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel
2800,Force Motors Force,Force,2015,580000,3200,Diesel
2801,Skoda Rapid Elegance,Skoda,2013,340000,48000,Diesel
2802,Tata Vista Quadrajet,Tata,2011,120000,90000,Diesel
2803,Maruti Suzuki Alto,Maruti,2015,265000,12000,Petrol
2804,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel
2805,Maruti Suzuki Zen,Maruti,2003,85000,69900,Petrol
2806,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel
2807,Hyundai i10 Magna,Hyundai,2011,175000,45000,Petrol
2808,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol
2809,Maruti Suzuki Swift,Maruti,2016,350000,166000,Diesel
2810,Honda City ZX,Honda,2008,149000,42000,Petrol
2811,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel
2812,Mahindra Jeep MM,Mahindra,2006,425000,122,Diesel
2813,Chevrolet Beat Diesel,Chevrolet,2017,150000,62000,Diesel
2814,Honda City 1.5,Honda,2010,225000,70000,Petrol
2815,Hyundai Verna 1.4,Hyundai,2014,375000,36000,Petrol
2816,Toyota Innova 2.5,Toyota,2012,770000,0,Diesel
2817,Maruti Suzuki Maruti,Maruti,1995,30000,55000,Petrol
2818,Toyota Etios,Toyota,2011,275000,36000,Diesel
